title,original_price,special_price,meta_score,meta_reviews,user_score,user_reviews,release_date,publisher,genre
Headland,30.0,3.0,73,8,,,13-01-2022,Northplay ApS,Action Adventure
My Lovely Wife,22.5,9.0,,,,,08-06-2022,Neon Doctrine,Strategy
Horror & Sports Pinball,22.5,9.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Super Fowlst,13.65,10.92,,,,,20-11-2018,CatCup Games,2D Platformer
Dungeons of Dreadrock,15.0,1.5,80,18,8.5,,,Prof. Dr. Christoph Minnameier,Action Adventure
Poker - Texas & Omaha Hold'em,15.0,1.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kittens and Yarn,4.49,1.5,,,,,10-02-2022,Silesia Games,Puzzle
Gomoku Let's Go,7.5,5.25,,,,,27-01-2022,indienova,Board
Blocky Farm,15.0,2.25,,,,,25-10-2017,Krzysztof Glodowski,Tycoon
Wax Museum,7.5,2.62,,,,,07-10-2020,Crisp App Studio,Hidden Object
Sorcerer Knights,22.5,1.5,,,,,20-09-2021,4WayStudio,2D Beat-'Em-Up
ELO 1100 Chess,5.99,3.59,,,,,24-03-2022,Pix Arts,Board
Hentai Uni,3.3,2.64,,,,,11-04-2022,Big Way,Puzzle
Final Vendetta,37.5,15.0,73,5,3.8,5,17-06-2022,Numskull Games,2D Beat-'Em-Up
THE Bass Fishing,21.0,4.2,,,,,16-06-2022,D3Publisher,Fishing
Shipwreck Escape,15.0,1.5,,,,,24-06-2021,Raccoons Studio,Linear Action Adventure
THE CARD Perfect Collection,22.5,13.5,,,,,31-03-2022,D3Publisher,Board
Inukari - Chase of Deception Deluxe Edition,9.99,2.49,,,,,18-03-2022,RedDeerGames,2D Platformer
Bridge Constructor Bundle,68.85,8.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pyramids Slot Machines,8.99,5.39,,,,,28-01-2022,Pix Arts,Gambling
Cyber Pool,7.5,1.5,,,,,10-03-2022,Revulo Games,Billiards
Warpips,30.0,6.0,,,6.9,7,21-04-2022,Daedalic Entertainment,Real-Time Tactics
Succubus With Guns,15.0,9.0,,,,,08-10-2021,Satur Cat,Third Person Shooter
DARK MINUTE: Kira's Adventure,14.99,2.99,,,,,20-01-2022,KovalGames,2D Platformer
BIG Kids & Toddlers Educational Learning Games Collection Bundle 5-in-1,60.0,40.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Galagi Shooter,7.99,4.79,,,,,21-04-2022,Pix Arts,Vertical Shoot-'Em-Up
Panmorphia: Awakened,10.99,2.74,,,,,28-04-2022,LKMAD,Point-and-Click
Railways - Train Simulator,8.99,3.59,,,,,07-04-2020,WebAvenue Unipessoal Lda,Puzzle
Zombies in City: Apocalypse Survival,15.0,6.0,,,,,01-09-2022,Megame,Action
Pipes Puzzle Casual Arcade,15.0,4.5,,,,,18-08-2022,Megame,Matching Puzzle
Kid's Art & Puzzle,11.99,1.5,,,,,18-06-2022,Soroka Games,Compilation
Fashion Girls,7.49,1.5,,,,,11-08-2022,RuWaMo Games,Arcade
DRAW AND COLOR: KAWAII,19.5,2.99,,,,,23-09-2022,RedDeerGames,Edutainment
World Soccer Cup 2022,7.99,4.79,,,,,21-10-2022,Pix Arts,Soccer
Lament of the Yuppie,46.5,16.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sausage Wars: Complete Edition,12.0,4.5,,,,,11-11-2022,QubicGames,Party
Counter Bunny Hop - Strike Go Simulator Xtreme Deluxe 3D Shooter,19.99,1.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fashion Princess: Special Edition,15.75,1.5,,,,,01-09-2022,RuWaMo Games,Puzzle
Liberated + NecroWorm Bundle,32.99,4.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Medium - Cloud Version,75.0,30.0,71,84,7.2,1461,28-01-2021,Bloober Team,Survival
Kitten's Head Football: Spooky Edition,13.98,1.5,,,,,16-09-2022,Soroka Games,Soccer
Sine Mora EX,49.95,7.49,81,18,7.0,24,08-08-2017,THQ Nordic,Horizontal Shoot-'Em-Up
Pic-a-Pix Deluxe,11.99,5.99,78,4,7.9,10,04-01-2018,Lightwood Games,Logic Puzzle
Double Dragon 4,14.4,7.2,49,19,6.6,29,30-01-2017,Arc System Works,2D Beat-'Em-Up
Die for Valhalla!,17.99,5.39,70,4,5.5,4,29-05-2018,Monster Couch,2D Beat-'Em-Up
Urban Trial Playground Deluxe Version,27.0,4.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Antiquia Lost,19.5,9.75,,,,,16-11-2017,Kemco,JRPG
Tactical Mind,4.5,1.5,,,5.4,7,22-12-2017,QubicGames,Turn-Based Strategy
Woodle Tree Adventures,7.5,1.5,28,4,6.1,25,21-12-2017,Chubby Pixel,3D Platformer
Double Dragon & Kunio-kun: Retro Brawler Bundle,54.0,27.0,78,14,8.0,11,20-02-2020,Arc System Works,Compilation
BINGO for Nintendo Switch,7.5,3.75,,,,,15-03-2018,SIMS,Board
BILLIARD,10.5,2.31,,,,,15-02-2018,D3Publisher,Billiards
Jumping Joe & Friends,2.99,1.5,54,7,5.5,13,25-05-2018,QubicGames,2D Platformer
Timberman VS,3.0,2.1,53,5,6.0,24,03-05-2018,Forever Entertainment,Arcade
Goetia,15.0,2.1,79,7,6.8,17,14-04-2016,Square Enix,Point-and-Click
Farm Expert 2018 for Nintendo Switch™,37.5,26.25,,,5.4,15,30-03-2018,SimFabric,Virtual Career
World Conqueror X,17.95,7.18,74,6,7.6,21,08-03-2018,CIRCLE Entertainment,Turn-Based Tactics
Spot The Difference,12.0,2.4,,,,,08-03-2010,Microsoft Game Studios,Logic Puzzle
VSR: Void Space Racing,7.49,1.5,66,5,6.4,9,20-07-2018,SONKA,Future Racing
Julie's Sweets,15.0,1.5,,,,,06-12-2018,Ocean Media,Tycoon
World Soccer Pinball,4.5,1.66,,,,,31-05-2018,EnjoyUp Games,Pinball
Behind The Screen,13.5,6.75,,,,,03-04-2018,18Light Game Ltd.,Action Adventure
Jurassic Pinball,4.5,1.66,,,,,03-03-2023,Super PowerUp Games,Pinball
Disease -Hidden Object-,10.5,5.25,,,,,25-08-2020,D3Publisher,Hidden Object
Toki,22.35,2.23,66,20,6.3,22,04-12-2018,Microids,2D Platformer
Harvest Life,39.99,5.99,,,,,30-11-2018,rokapublish,Tycoon
Word Puzzles by POWGI,14.99,7.49,,,,,25-10-2018,Lightwood Games,Logic Puzzle
REKT: Double Flip,10.5,3.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FunBox Party,3.0,1.5,,,,,14-08-2018,Drageus Games,Party
"Destiny's Princess: A War Story, A Love Story",19.5,7.8,,,,,21-06-2018,D3Publisher,Visual Novel
Moorhuhn Wanted,10.5,5.25,,,,,27-09-2018,Higgs Games,Light Gun
Gakuen Club,32.5,16.25,,,,,30-08-2018,D3Publisher,Visual Novel
Storm In A Teacup,4.5,2.25,80,11,,,19-05-2011,Chillingo,2D Platformer
Long Ago: A Puzzle Tale,6.0,1.5,,,,,28-05-2021,GrimTalin,Action Puzzle
Mitsurugi Kamui Hikae,18.0,7.2,58,8,3.9,12,16-02-2016,Playism,3D Beat-'Em-Up
Color Zen Kids,5.99,4.49,57,4,,,19-06-2014,Cypronia,Puzzle
Nice Slice,3.0,2.1,,,,,14-02-2019,Kool2Play,Arcade
A Dark Room,10.5,4.2,,,6.8,13,08-11-2013,Amirali Rajan,Text Adventure
Pic-a-Pix Pieces,11.99,5.99,,,,,03-01-2019,Lightwood Games,Logic Puzzle
Panty Party,21.9,10.95,48,5,,,25-04-2019,Cosen,Third Person Shooter
Cake Laboratory,4.5,1.5,,,,,20-12-2018,GrimTalin,Edutainment
Strikey Sisters,15.0,3.0,77,5,7.8,12,14-02-2019,DYA Games,Arcade
Anodyne,14.99,2.99,75,11,6.9,78,04-02-2013,Analgesic Productions,Open-World Action
Jigsaw Masterpieces Starters Bundle Pack  - Masterpiece of Art Edition -,6.0,3.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ghost Parade,69.95,6.99,,,5.4,5,31-10-2019,Aksys Games,Action Adventure
Bad Dream: Fever,15.0,2.1,,,5.9,8,15-11-2018,PlayWay,Point-and-Click
AER Memories of Old,30.0,3.0,69,18,6.5,70,25-10-2017,Daedalic Entertainment,Open-World Action
Monkey Business,12.0,2.4,,,,,21-04-2023,BLACKOUT,Action
Desktop Dodgeball,11.12,3.33,,,,,10-10-2019,SAT-BOX,Sports
Slayin 2,18.0,4.5,68,4,8.0,20,07-05-2020,FDG Entertainment,Action RPG
The Dark Eye: Memoria,29.95,2.99,,,,,27-01-2021,Daedalic Entertainment,Point-and-Click
Freecell Solitaire Deluxe,13.5,1.5,,,,,27-09-2019,Baltoro Games,Board
Sparkle 4 Tales,15.0,2.1,,,,,11-11-2020,Forever Entertainment,Adventure
Burger Chef Tycoon,7.5,1.5,,,,,20-10-2023,Baltoro Games,Tycoon
Classic Games Collection Vol.1,7.5,1.5,,,,,26-07-2019,Baltoro Games,Party
The Wardrobe: Even Better Edition,30.0,3.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lines Infinite,3.0,1.5,,,,,22-08-2019,Nestor Yavorskyy,Puzzle
Farmer Sim,19.99,2.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A
An NPC’s Odyssey,5.99,4.19,,,,,24-02-2022,indienova,JRPG
Knowledge Trainer: Trivia,24.99,4.99,,,8.5,27,28-11-2019,the binary family,Trivia
Need a packet?,10.5,4.2,,,,,24-07-2020,Sometimes You,Simulation
Breathing Fear,7.5,1.5,,,,,06-12-2019,Drageus Games,Point-and-Click
Seek Hearts,22.5,11.25,,,,,04-12-2019,Kemco,JRPG
Super Battle Cards,9.0,1.5,,,,,31-01-2020,Baltoro Games,Card Battle
The Adventures of Elena Temple: Definitive Edition,6.0,1.5,66,4,,,15-05-2018,GrimTalin,2D Platformer
Aborigenus,7.5,1.5,,,,,17-12-2019,Flying Islands Team,2D Platformer
Wanderlust Travel Stories,22.5,2.25,79,5,7.6,18,26-09-2019,Walkabout Games,Adventure
Lines XL,3.0,1.5,,,,,20-02-2020,Nestor Yavorskyy,Logic Puzzle
Never Breakup,15.0,10.5,52,6,,,16-07-2020,indienova,Action Puzzle
Clive 'N' Wrench,43.5,21.75,52,11,3.0,4,24-02-2023,Numskull Games,3D Platformer
Asterix & Obelix XXL: Romastered,59.95,17.98,53,4,6.2,9,22-10-2020,Microids,3D Beat-'Em-Up
Food Truck Tycoon - Asian Cuisine,7.5,1.5,,,,,29-05-2020,Baltoro Games,Tycoon
Norman's Great Illusion,7.5,3.0,,,,,19-08-2020,Sometimes You,Visual Novel
Crypto by POWGI,11.99,5.99,,,,,21-05-2020,Lightwood Games,Logic Puzzle
Hamster Bob,7.99,1.5,,,,,24-07-2020,SONKA,Adventure
Aeolis Tournament,18.95,2.65,66,4,,,23-07-2020,Beyond Fun Studio,Party
Destrobots,15.0,1.5,,,,,18-06-2020,7Levels,Top-Down Shoot-'Em-Up
Diabolic,7.5,1.5,,,,,20-03-2020,Drageus Games,Action RPG
Waifu Uncovered,9.99,3.99,58,4,7.0,6,16-07-2020,EastAsiaSoft,Vertical Shoot-'Em-Up
Oceanhorn 2: Knights of the Lost Realm,45.0,22.5,71,16,8.4,36,28-10-2020,Cornfox & Bros.,Open-World Action
HardCube,9.0,2.07,,,8.3,4,07-08-2020,Big Way,3D Platformer
Seeds of Resilience,20.0,2.0,,,,,11-06-2020,Forever Entertainment,Management
Drag Simulator,22.5,2.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EARTH DEFENSE FORCE: WORLD BROTHERS Deluxe Edition,90.0,36.9,75,13,5.6,5,27-05-2021,D3Publisher,Third Person Shooter
Great Conqueror: Rome,15.0,7.5,,,,,24-09-2020,CIRCLE Entertainment,4X Strategy
El Hijo - A Wild West Tale,29.99,10.49,74,15,7.1,14,03-12-2020,HandyGames,Linear Action Adventure
Red Crow Mysteries: Legion,15.0,1.5,,,,,01-05-2013,G5 Entertainment,Hidden Object
Checkers,13.5,2.7,,,,,27-06-2009,Byterun,Board
Weeping Willow,7.5,4.5,,,,,03-05-2023,Sometimes You,Visual Novel
Solitaire Spider Minimal,3.9,1.95,,,,,04-09-2020,Hook Games,Board
Slither Loop,4.5,2.25,,,,,30-10-2020,Hook Games,Logic Puzzle
Azurebreak Heroes,10.49,1.55,,,,,19-11-2020,Silesia Games,Action RPG
Drums,13.5,2.7,,,,,10-09-2020,Sabec Limited,Edutainment
Stencil Art,5.99,1.5,,,,,13-11-2020,QubicGames,Edutainment
Project Nightmares Case 36: Henrietta Kedward,29.99,14.99,73,4,6.8,4,27-04-2023,Feardemic,Survival
Bish Bash Bots,30.0,22.5,,,,,19-10-2023,Firestoke,Defense
NoEvidence - Scary Horror Quest Survival Story,12.99,1.99,,,,,02-06-2023,Midnight Works,First-Person Adventure
The Red Exile - Survival Horror,7.5,3.75,,,,,18-06-2022,NipoBox,Survival
Super Planet Life,15.0,1.5,,,,,01-12-2022,Northplay ApS,Adventure
GyroBlade,7.5,5.62,,,,,21-12-2020,H.T.Project Games,Vertical Shoot-'Em-Up
Chalk Gardens,9.0,1.5,,,,,11-11-2022,RedDeerGames,Adventure
Little Devil: Foster Mayhem,22.5,2.99,,,,,25-08-2023,Leoful,Action Adventure
Party Party Time + Premium Pack Set,15.87,11.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Party Party Time + Character Skin Pack 1 & 2 Set,10.88,7.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tangram Collection,3.0,2.1,,,,,15-03-2023,Error300 Games,Logic Puzzle
BookyPets Legends,30.0,15.0,,,,,30-03-2023,DevilishGames,Edutainment
Mini Golf & Pool Bundle,12.0,4.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ABC Follow Me: Food Festival,14.99,1.5,,,,,26-12-2022,Prison Games,Action
Extreme Snowboard,11.99,7.19,,,,,04-01-2023,Pix Arts,Skiing
emoji Kart® Racer,37.99,18.99,,,,,10-03-2023,Joindots,Auto Racing
Dino Puzzler World,22.5,1.5,,,,,23-02-2023,RuWaMo Games,Arcade
Bang-On Balls: Chronicles Deluxe Edition,45.0,22.5,86,6,7.8,18,05-10-2023,Untold Tales,3D Platformer
Toasterball,15.0,10.5,,,,,30-11-2023,Seaven Studio,Soccer
Detective Agency: Gray Tie Collector's Edition,22.5,2.25,,,,,20-11-2022,Big Fish Games,Hidden Object
Swords & Bones 2,15.0,2.99,,,,,09-05-2022,SEEP,2D Platformer
Tiny Dragon Story,19.5,2.99,,,,,05-05-2023,RedDeerGames,2D Platformer
Twin Mind: Nobody's Here Collector's Edition,22.5,5.62,,,,,16-11-2022,Big Fish Games,Hidden Object
Johnny Trigger: Definitive Edition,41.8,10.34,,,,,14-12-2019,"SEIGEIMS, OOO",2D Platformer
Dessert DIY: Complete Edition,10.5,3.15,,,,,05-05-2023,QubicGames,Virtual Career
Escape Rooms Bundle,49.99,34.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nature Escapes 2 Collector's Edition,22.5,13.5,,,,,05-02-2023,Boomzap Entertainment,Hidden Object
